frame_name;guessed_gender;gender;actor_name;position;top;right;bottom;left
AltesHerzwirdwiederJung-20992.jpeg;M;M;Emil_Jannings;[120.02305  24.63561 166.73904  93.59915];38.0;170.0;90.0;118.0
AltesHerzwirdwiederJung-21632.jpeg;M;M;Emil_Jannings;[116.035515  26.517296 161.82845   92.57321 ];38.0;164.0;90.0;112.0
AltesHerzwirdwiederJung-22016.jpeg;M;M;Emil_Jannings;[119.8926    38.658295 165.14827  104.64545 ];55.0;165.0;98.0;122.0
AltesHerzwirdwiederJung-25856.jpeg;M;M;Emil_Jannings;[143.50763   28.064142 174.55862   73.11252 ];101.0;112.0;153.0;60.0
AltesHerzwirdwiederJung-25856.jpeg;M;M;Emil_Jannings;[228.61711  29.20599 273.44943  98.10366];101.0;112.0;153.0;60.0
AltesHerzwirdwiederJung-25856.jpeg;M;M;Emil_Jannings;[ 64.34598   85.425606 118.4216   160.14313 ];101.0;112.0;153.0;60.0
AltesHerzwirdwiederJung-27776.jpeg;M;M;Emil_Jannings;[127.92948   27.228073 182.48888  103.41931 ];39.0;176.0;101.0;114.0
AltesHerzwirdwiederJung-28544.jpeg;M;M;Emil_Jannings;[129.3974    25.928097 186.36833  105.39168 ];39.0;183.0;101.0;121.0
AltesHerzwirdwiederJung-28672.jpeg;M;M;Emil_Jannings;[127.89628   27.672993 183.8071   104.44773 ];39.0;176.0;101.0;114.0
AltesHerzwirdwiederJung-28800.jpeg;M;M;Emil_Jannings;[133.5922    25.16724  190.24348  102.819084];39.0;183.0;101.0;121.0
AltesHerzwirdwiederJung-28928.jpeg;M;M;Emil_Jannings;[142.30551   28.984516 197.53992  103.88599 ];39.0;197.0;101.0;135.0
AltesHerzwirdwiederJung-29312.jpeg;M;M;Emil_Jannings;[176.5006    50.39442  230.54291  122.851204];72.0;227.0;124.0;175.0
AltesHerzwirdwiederJung-30592.jpeg;M;M;Emil_Jannings;[150.62083   26.483555 207.31749  108.526276];39.0;211.0;101.0;149.0
AltesHerzwirdwiederJung-30720.jpeg;M;M;Emil_Jannings;[138.20815   25.028217 194.22398  105.320885];39.0;190.0;101.0;128.0
AltesHerzwirdwiederJung-38400.jpeg;M;M;Emil_Jannings;[110.053665  30.123337 158.25395  100.657295];44.0;152.0;95.0;101.0
AltesHerzwirdwiederJung-47360.jpeg;M;M;Emil_Jannings;[151.57004   35.351467 203.77214  109.577484];46.0;197.0;108.0;135.0
AltesHerzwirdwiederJung-47488.jpeg;M;M;Emil_Jannings;[141.9839    38.477913 195.7593   115.76756 ];53.0;190.0;115.0;128.0
AltesHerzwirdwiederJung-48384.jpeg;M;M;Emil_Jannings;[203.12929  34.45826 241.0714   92.0611 ];46.0;242.0;89.0;199.0
AltesHerzwirdwiederJung-48384.jpeg;M;M;Emil_Jannings;[117.17848  45.80787 144.88312  96.94951];46.0;242.0;89.0;199.0
AltesHerzwirdwiederJung-48768.jpeg;M;M;Emil_Jannings;[165.38501   26.268948 216.83173  104.02995 ];39.0;211.0;101.0;149.0
AltesHerzwirdwiederJung-48768.jpeg;M;M;Emil_Jannings;[120.73831  46.6861  148.9636  116.31233];39.0;211.0;101.0;149.0
AltesHerzwirdwiederJung-48896.jpeg;M;M;Emil_Jannings;[164.73666   27.056133 215.57751  103.448944];39.0;218.0;101.0;156.0
AltesHerzwirdwiederJung-68864.jpeg;M;M;Emil_Jannings;[111.864006  23.475449 168.33191  100.152054];32.0;170.0;94.0;107.0
AltesHerzwirdwiederJung-71168.jpeg;M;M;Emil_Jannings;[171.89998   25.578331 217.51193   90.82097 ];38.0;216.0;90.0;164.0
AltesHerzwirdwiederJung-73472.jpeg;M;M;Emil_Jannings;[100.59102   29.977644 140.64465   87.67241 ];41.0;146.0;84.0;103.0
AltesHerzwirdwiederJung-84608.jpeg;F;F;Maria_Landrock;[107.948715  34.917736 149.7122    89.223755];38.0;158.0;90.0;106.0
AltesHerzwirdwiederJung-86400.jpeg;F;F;Maria_Landrock;[ 85.59086   33.74433  123.99072   87.907875];46.0;125.0;82.0;89.0
AltesHerzwirdwiederJung-9344.jpeg;F;F;Maria_Landrock;[101.85689  82.40051 136.04439 131.36685];89.0;146.0;132.0;103.0
AltesHerzwirdwiederJung-9344.jpeg;F;F;Maria_Landrock;[211.54695   27.606937 246.33073   90.40688 ];89.0;146.0;132.0;103.0
AltesHerzwirdwiederJung-93440.jpeg;F;M;Emil_Jannings;[193.78688  47.54622 221.95103  95.31768];49.0;141.0;101.0;89.0
AltesHerzwirdwiederJung-93440.jpeg;M;M;Emil_Jannings;[101.37192   45.045586 142.19469  102.617004];49.0;141.0;101.0;89.0
AltesHerzwirdwiederJung-94720.jpeg;M;M;Emil_Jannings;[118.23811   39.668518 155.06767   85.13808 ];46.0;153.0;82.0;117.0
AltesHerzwirdwiederJung-9984.jpeg;F;F;Maria_Landrock;[ 84.85927  80.40498 118.98969 128.05011];90.0;125.0;126.0;89.0
AltesHerzwirdwiederJung-9984.jpeg;M;F;Maria_Landrock;[198.32082   35.951763 244.16351   92.403534];90.0;125.0;126.0;89.0
AmphitryonakaLesDieuxsamusentia-131927.jpeg;M;F;Adele_Sandrock;[430.8721    32.479595 482.11017  109.196   ];38.0;478.0;113.0;403.0
AmphitryonakaLesDieuxsamusentia-13238.jpeg;F;F;Hilde_Hildebrand;[339.43884  91.28752 480.05563 320.9628 ];133.0;459.0;288.0;304.0
AmphitryonakaLesDieuxsamusentia-139157.jpeg;M;M;Willy_Fritsch;[436.84964  71.27453 580.78595 288.6512 ];98.0;572.0;284.0;386.0
AmphitryonakaLesDieuxsamusentia-141920.jpeg;M;M;Willy_Fritsch;[253.43599 114.07789 381.36636 304.47327];133.0;425.0;288.0;270.0
AmphitryonakaLesDieuxsamusentia-25041.jpeg;M;F;Hilde_Hildebrand;[452.7319   82.34597 540.28357 203.57594];104.0;247.0;211.0;139.0
AmphitryonakaLesDieuxsamusentia-25041.jpeg;F;F;Hilde_Hildebrand;[146.24155  86.771   225.96692 212.63731];104.0;247.0;211.0;139.0
AmphitryonakaLesDieuxsamusentia-42860.jpeg;M;M;Willy_Fritsch;[ 96.402145 199.01474  191.68347  339.16858 ];211.0;199.0;319.0;91.0
AmphitryonakaLesDieuxsamusentia-42860.jpeg;F;M;Willy_Fritsch;[482.8812    54.644123 567.936    162.61412 ];211.0;199.0;319.0;91.0
AmphitryonakaLesDieuxsamusentia-45428.jpeg;F;F;Hilde_Hildebrand;[442.17365 112.04762 514.2548  220.96951];116.0;426.0;223.0;318.0
AmphitryonakaLesDieuxsamusentia-45428.jpeg;M;F;Hilde_Hildebrand;[320.6063  118.77622 393.42334 223.04985];116.0;426.0;223.0;318.0
AmphitryonakaLesDieuxsamusentia-45428.jpeg;F;F;Hilde_Hildebrand;[186.10754  80.34724 256.82477 219.8993 ];116.0;426.0;223.0;318.0
AmphitryonakaLesDieuxsamusentia-53279.jpeg;M;M;Willy_Fritsch;[468.09634  119.396164 573.7199   269.33463 ];152.0;557.0;259.0;450.0
AmphitryonakaLesDieuxsamusentia-53519.jpeg;M;M;Willy_Fritsch;[480.04788 163.41829 586.7591  318.70908];199.0;581.0;307.0;474.0
AmphitryonakaLesDieuxsamusentia-53519.jpeg;M;M;Willy_Fritsch;[ 53.980915 183.7957   153.75378  385.45172 ];199.0;581.0;307.0;474.0
AmphitryonakaLesDieuxsamusentia-53913.jpeg;M;M;Willy_Fritsch;[176.97408 217.33589 277.47858 370.47568];98.0;675.0;284.0;489.0
AmphitryonakaLesDieuxsamusentia-53913.jpeg;F;M;Willy_Fritsch;[556.77124   49.779686 698.973    301.6691  ];98.0;675.0;284.0;489.0
AmphitryonakaLesDieuxsamusentia-70351.jpeg;M;F;Hilde_Hildebrand;[272.94266 104.91856 436.09244 347.49954];118.0;439.0;341.0;216.0
AmphitryonakaLesDieuxsamusentia-71692.jpeg;F;F;Hilde_Hildebrand;[210.4775  165.48372 256.8656  234.86957];176.0;250.0;228.0;199.0
AmphitryonakaLesDieuxsamusentia-71692.jpeg;M;F;Hilde_Hildebrand;[444.7434  136.1128  485.52075 205.11787];176.0;250.0;228.0;199.0
AmphitryonakaLesDieuxsamusentia-71692.jpeg;M;F;Hilde_Hildebrand;[322.10565 154.70732 359.48657 224.0925 ];176.0;250.0;228.0;199.0
AmphitryonakaLesDieuxsamusentia-71692.jpeg;M;F;Hilde_Hildebrand;[536.16406  69.50081 573.9092  151.84155];176.0;250.0;228.0;199.0
AmphitryonakaLesDieuxsamusentia-74056.jpeg;M;F;Hilde_Hildebrand;[209.31836   79.473785 254.74873  147.0641  ];90.0;262.0;141.0;210.0
AmphitryonakaLesDieuxsamusentia-74056.jpeg;M;F;Hilde_Hildebrand;[312.4292   81.26119 356.16083 147.78899];90.0;262.0;141.0;210.0
AmphitryonakaLesDieuxsamusentia-74056.jpeg;M;F;Hilde_Hildebrand;[438.1566   96.65589 480.34357 156.48749];90.0;262.0;141.0;210.0
AmphitryonakaLesDieuxsamusentia-74056.jpeg;F;F;Hilde_Hildebrand;[523.6045   91.45197 565.68134 150.4324 ];90.0;262.0;141.0;210.0
AmphitryonakaLesDieuxsamusentia-74287.jpeg;M;F;Hilde_Hildebrand;[330.10602 155.08356 378.8176  218.52194];164.0;371.0;216.0;319.0
AmphitryonakaLesDieuxsamusentia-76346.jpeg;M;F;Hilde_Hildebrand;[430.69583 311.20905 511.67377 430.4012 ];325.0;504.0;415.0;414.0
AmphitryonakaLesDieuxsamusentia-76346.jpeg;F;F;Hilde_Hildebrand;[627.5348  425.09256 682.62396 499.93555];325.0;504.0;415.0;414.0
AmphitryonakaLesDieuxsamusentia-76826.jpeg;F;M;Willy_Fritsch;[318.87842   93.972015 394.37256  200.45964 ];106.0;404.0;196.0;315.0
AmphitryonakaLesDieuxsamusentia-76826.jpeg;M;M;Willy_Fritsch;[ 89.08873 223.85179 146.73439 299.22217];106.0;404.0;196.0;315.0
AmphitryonakaLesDieuxsamusentia-77692.jpeg;M;F;Hilde_Hildebrand;[189.52509   77.321175 280.88235  232.8232  ];187.0;426.0;295.0;318.0
AmphitryonakaLesDieuxsamusentia-77692.jpeg;F;F;Hilde_Hildebrand;[309.45193 170.67264 391.0241  294.53253];187.0;426.0;295.0;318.0
AmphitryonakaLesDieuxsamusentia-77872.jpeg;M;F;Hilde_Hildebrand;[158.87497  94.08516 250.01341 260.74808];152.0;438.0;259.0;330.0
AmphitryonakaLesDieuxsamusentia-77872.jpeg;F;F;Hilde_Hildebrand;[320.03732 141.69739 400.93036 268.04608];152.0;438.0;259.0;330.0
AmphitryonakaLesDieuxsamusentia-8594.jpeg;F;F;Hilde_Hildebrand;[242.93497  64.89869 492.07208 453.87082];112.0;468.0;379.0;200.0
AmphitryonakaLesDieuxsamusentia-86815.jpeg;M;M;Willy_Fritsch;[269.60947   50.926502 335.1835   149.2588  ];63.0;320.0;138.0;245.0
AmphitryonakaLesDieuxsamusentia-86815.jpeg;M;M;Willy_Fritsch;[538.2255  206.9866  607.74884 300.80988];63.0;320.0;138.0;245.0
AmphitryonakaLesDieuxsamusentia-88700.jpeg;M;M;Willy_Fritsch;[107.01805 215.66718 189.28401 321.41412];211.0;187.0;319.0;79.0
AmphitryonakaLesDieuxsamusentia-88940.jpeg;M;M;Willy_Fritsch;[105.9809  214.31174 188.39401 318.37054];211.0;187.0;319.0;79.0
AmphitryonakaLesDieuxsamusentia-88940.jpeg;M;M;Willy_Fritsch;[414.77475 220.7388  489.6191  345.98782];211.0;187.0;319.0;79.0
BelAmiia-101185.jpeg;M;F;Hilde_Hildebrand;[309.23605 426.93106 375.82422 509.95026];426.0;619.0;488.0;557.0
BelAmiia-101185.jpeg;F;F;Hilde_Hildebrand;[120.355415 347.1587   178.1943   422.7361  ];426.0;619.0;488.0;557.0
BelAmiia-101185.jpeg;M;F;Hilde_Hildebrand;[554.00446 412.4003  617.58954 492.84583];426.0;619.0;488.0;557.0
BelAmiia-101185.jpeg;M;F;Hilde_Hildebrand;[ 74.230835 441.8372   144.38875  530.55286 ];426.0;619.0;488.0;557.0
BelAmiia-101185.jpeg;M;F;Hilde_Hildebrand;[361.97433 195.9424  385.36203 225.92793];426.0;619.0;488.0;557.0
BelAmiia-101185.jpeg;M;F;Hilde_Hildebrand;[636.9011  336.49158 685.80237 401.364  ];426.0;619.0;488.0;557.0
BelAmiia-101185.jpeg;M;F;Hilde_Hildebrand;[484.96817 365.51083 535.77356 430.494  ];426.0;619.0;488.0;557.0
BelAmiia-101185.jpeg;M;F;Hilde_Hildebrand;[314.63675 201.66682 339.28452 231.30164];426.0;619.0;488.0;557.0
BelAmiia-101185.jpeg;M;F;Hilde_Hildebrand;[110.92114 300.53485 149.13347 350.85544];426.0;619.0;488.0;557.0
BelAmiia-101185.jpeg;M;F;Hilde_Hildebrand;[192.37973 315.4805  227.66441 372.43243];426.0;619.0;488.0;557.0
BelAmiia-101185.jpeg;M;F;Hilde_Hildebrand;[ -2.2861168 331.41574    56.017303  409.72574  ];426.0;619.0;488.0;557.0
BelAmiia-101185.jpeg;M;F;Hilde_Hildebrand;[577.5392  323.9569  634.3295  399.31567];426.0;619.0;488.0;557.0
BelAmiia-101185.jpeg;M;F;Hilde_Hildebrand;[ 40.681866 314.82455   81.5373   391.98566 ];426.0;619.0;488.0;557.0
BelAmiia-102382.jpeg;F;F;Hilde_Hildebrand;[412.60706  97.07989 510.73657 223.0768 ];116.0;497.0;223.0;390.0
BelAmiia-102382.jpeg;M;F;Hilde_Hildebrand;[205.55585 206.64941 309.25208 370.49295];116.0;497.0;223.0;390.0
BelAmiia-102382.jpeg;M;F;Hilde_Hildebrand;[102.78269 238.03755 144.3123  293.35406];116.0;497.0;223.0;390.0
BelAmiia-102632.jpeg;M;F;Hilde_Hildebrand;[ 16.701145 255.01006  148.82895  436.3042  ];106.0;544.0;196.0;454.0
BelAmiia-102632.jpeg;F;F;Hilde_Hildebrand;[462.04126   83.335396 552.3221   206.97215 ];106.0;544.0;196.0;454.0
BelAmiia-102632.jpeg;F;F;Hilde_Hildebrand;[112.621666 178.28752  162.4971   266.82095 ];106.0;544.0;196.0;454.0
BelAmiia-102753.jpeg;M;F;Hilde_Hildebrand;[154.55896 211.66298 270.5388  355.5659 ];86.0;474.0;176.0;384.0
BelAmiia-102753.jpeg;M;F;Hilde_Hildebrand;[395.81152  65.25896 477.6369  179.91158];86.0;474.0;176.0;384.0
BelAmiia-103967.jpeg;M;F;Hilde_Hildebrand;[210.94838 257.4222  330.88364 419.29147];106.0;514.0;196.0;424.0
BelAmiia-103967.jpeg;F;F;Hilde_Hildebrand;[424.0007    92.960594 510.72275  202.84433 ];106.0;514.0;196.0;424.0
BelAmiia-103967.jpeg;M;F;Hilde_Hildebrand;[  3.9253292 148.78322    46.292156  209.48964  ];106.0;514.0;196.0;424.0
BelAmiia-104217.jpeg;F;M;Willi_Forst;[144.43205 264.9849  209.84848 347.76947];142.0;333.0;185.0;290.0
BelAmiia-104217.jpeg;M;M;Willi_Forst;[289.15652 133.91139 324.6958  189.10458];142.0;333.0;185.0;290.0
BelAmiia-104217.jpeg;M;M;Willi_Forst;[489.62524 156.97641 541.10596 233.69872];142.0;333.0;185.0;290.0
BelAmiia-104217.jpeg;F;M;Willi_Forst;[251.2205  169.53542 295.6867  233.0487 ];142.0;333.0;185.0;290.0
BelAmiia-105351.jpeg;M;M;Willi_Forst;[394.11517 155.04456 464.48944 254.4201 ];82.0;569.0;211.0;440.0
BelAmiia-105351.jpeg;M;M;Willi_Forst;[480.0382    80.510155 569.6565   213.61534 ];82.0;569.0;211.0;440.0
BelAmiia-105351.jpeg;M;M;Willi_Forst;[145.46243 156.94458 191.61383 235.77606];82.0;569.0;211.0;440.0
BelAmiia-105601.jpeg;M;F;Olga_Tschechowa;[380.62265 350.5013  408.1525  384.7324 ];350.0;409.0;386.0;373.0
BelAmiia-105601.jpeg;M;F;Olga_Tschechowa;[570.7132  406.4207  608.78503 453.96555];350.0;409.0;386.0;373.0
BelAmiia-105601.jpeg;M;F;Olga_Tschechowa;[440.93088 357.2396  469.63953 393.56046];350.0;409.0;386.0;373.0
BelAmiia-105601.jpeg;M;F;Olga_Tschechowa;[636.2364  353.51086 671.2527  395.68018];350.0;409.0;386.0;373.0
BelAmiia-105601.jpeg;M;F;Olga_Tschechowa;[332.4988  436.46344 365.91107 473.28207];350.0;409.0;386.0;373.0
BelAmiia-105601.jpeg;M;F;Olga_Tschechowa;[500.37732 410.43912 531.3685  449.62595];350.0;409.0;386.0;373.0
BelAmiia-105601.jpeg;M;F;Olga_Tschechowa;[586.73444 364.14172 615.6347  397.15933];350.0;409.0;386.0;373.0
BelAmiia-105601.jpeg;M;F;Olga_Tschechowa;[575.0716  278.25342 594.16144 299.96924];350.0;409.0;386.0;373.0
BelAmiia-105601.jpeg;M;F;Olga_Tschechowa;[646.55    281.8041  665.74554 302.58875];350.0;409.0;386.0;373.0
BelAmiia-105601.jpeg;M;F;Olga_Tschechowa;[387.15363 429.3928  418.73804 472.07822];350.0;409.0;386.0;373.0
BelAmiia-105601.jpeg;M;F;Olga_Tschechowa;[502.38104 297.7086  524.3682  327.00284];350.0;409.0;386.0;373.0
BelAmiia-105601.jpeg;M;F;Olga_Tschechowa;[574.93207 332.0725  597.8317  358.55667];350.0;409.0;386.0;373.0
BelAmiia-105601.jpeg;M;F;Olga_Tschechowa;[473.4745  322.00214 495.0516  347.68182];350.0;409.0;386.0;373.0
BelAmiia-105601.jpeg;M;F;Olga_Tschechowa;[302.16904 284.09094 320.40222 310.42548];350.0;409.0;386.0;373.0
BelAmiia-105601.jpeg;M;F;Olga_Tschechowa;[279.19147 303.8904  300.76053 329.83124];350.0;409.0;386.0;373.0
BelAmiia-105601.jpeg;F;F;Olga_Tschechowa;[479.42612 357.753   503.01828 391.68475];350.0;409.0;386.0;373.0
BelAmiia-105601.jpeg;M;F;Olga_Tschechowa;[622.612   269.8421  642.123   295.58652];350.0;409.0;386.0;373.0
BelAmiia-105601.jpeg;M;F;Olga_Tschechowa;[473.71976 466.0536  513.03375 522.6452 ];350.0;409.0;386.0;373.0
BelAmiia-105601.jpeg;M;F;Olga_Tschechowa;[496.2897  247.73671 510.63263 266.2694 ];350.0;409.0;386.0;373.0
BelAmiia-105601.jpeg;F;F;Olga_Tschechowa;[176.05235 290.29834 191.38503 310.7928 ];350.0;409.0;386.0;373.0
BelAmiia-105601.jpeg;M;F;Olga_Tschechowa;[ 93.359665 378.50497  113.54854  412.2057  ];350.0;409.0;386.0;373.0
BelAmiia-105601.jpeg;F;F;Olga_Tschechowa;[356.97614 502.87082 385.31284 549.1637 ];350.0;409.0;386.0;373.0
BelAmiia-105601.jpeg;F;F;Olga_Tschechowa;[150.89684 284.16568 165.06566 305.72055];350.0;409.0;386.0;373.0
BelAmiia-105601.jpeg;M;F;Olga_Tschechowa;[656.34204 259.34085 671.64624 277.71594];350.0;409.0;386.0;373.0
BelAmiia-105601.jpeg;M;F;Olga_Tschechowa;[608.57166 485.55148 637.1243  536.77423];350.0;409.0;386.0;373.0
BelAmiia-105601.jpeg;M;F;Olga_Tschechowa;[596.9364  248.83144 610.2856  267.08966];350.0;409.0;386.0;373.0
BelAmiia-105601.jpeg;F;F;Olga_Tschechowa;[ 49.065098 186.57768   58.229534 198.20035 ];350.0;409.0;386.0;373.0
BelAmiia-105601.jpeg;M;F;Olga_Tschechowa;[160.86365 343.34283 175.4576  373.30124];350.0;409.0;386.0;373.0
BelAmiia-109338.jpeg;M;M;Willi_Forst;[327.73923  45.80485 475.5534  271.2164 ];77.0;469.0;263.0;283.0
BelAmiia-110005.jpeg;M;F;Olga_Tschechowa;[178.63823 103.02686 252.53769 206.87448];32.0;556.0;84.0;504.0
BelAmiia-110005.jpeg;M;F;Olga_Tschechowa;[582.24084   32.351105 646.8044   119.44756 ];32.0;556.0;84.0;504.0
BelAmiia-110005.jpeg;F;F;Olga_Tschechowa;[328.9904  270.5317  389.85507 367.9383 ];32.0;556.0;84.0;504.0
BelAmiia-110005.jpeg;F;F;Olga_Tschechowa;[512.3305    25.691122 559.4747    83.15523 ];32.0;556.0;84.0;504.0
BelAmiia-110005.jpeg;M;F;Olga_Tschechowa;[212.53604 235.51035 285.7841  352.19446];32.0;556.0;84.0;504.0
BelAmiia-110005.jpeg;M;F;Olga_Tschechowa;[310.22284    3.147374 356.5074    58.681885];32.0;556.0;84.0;504.0
BelAmiia-110005.jpeg;M;F;Olga_Tschechowa;[655.9064     6.614322 701.51245   72.228096];32.0;556.0;84.0;504.0
BelAmiia-110005.jpeg;M;F;Olga_Tschechowa;[572.2044  194.22812 640.42487 306.07138];32.0;556.0;84.0;504.0
BelAmiia-110005.jpeg;M;F;Olga_Tschechowa;[232.02892   62.435383 257.25797   93.71858 ];32.0;556.0;84.0;504.0
BelAmiia-110005.jpeg;M;F;Olga_Tschechowa;[144.88707 167.94562 177.72997 214.8867 ];32.0;556.0;84.0;504.0
BelAmiia-110005.jpeg;M;F;Olga_Tschechowa;[374.56952   32.34118  413.2275    75.799194];32.0;556.0;84.0;504.0
BelAmiia-110461.jpeg;M;M;Willi_Forst;[170.86491  83.04712 244.22276 187.7248 ];113.0;245.0;188.0;171.0
BelAmiia-110461.jpeg;M;M;Willi_Forst;[524.16473  111.305595 585.25867  213.96771 ];113.0;245.0;188.0;171.0
BelAmiia-110461.jpeg;M;M;Willi_Forst;[439.69107 190.74878 456.49246 213.95432];113.0;245.0;188.0;171.0
BelAmiia-111106.jpeg;M;M;Willi_Forst;[166.60945  103.905045 266.5735   246.25781 ];140.0;270.0;247.0;163.0
BelAmiia-111106.jpeg;F;M;Willi_Forst;[413.81454 189.9445  506.21017 312.99182];140.0;270.0;247.0;163.0
BelAmiia-111289.jpeg;M;M;Willi_Forst;[167.04335  99.56128 265.88727 241.82022];128.0;270.0;235.0;163.0
BelAmiia-111289.jpeg;F;M;Willi_Forst;[419.74872 193.82732 506.81805 315.77972];128.0;270.0;235.0;163.0
BelAmiia-111749.jpeg;M;M;Willi_Forst;[277.17236  63.5609  421.65436 272.09628];116.0;408.0;270.0;253.0
BelAmiia-111910.jpeg;M;M;Willi_Forst;[337.44232 142.20334 386.7291  209.28503];153.0;383.0;205.0;331.0
BelAmiia-111910.jpeg;F;M;Willi_Forst;[494.18066 282.10742 535.4712  336.5696 ];153.0;383.0;205.0;331.0
