frame_name;actor_name;gender;top;right;bottom;left;
BelAmiia-73506.jpeg;Willi_Forst;M;92;378;199;270;
BelAmiia-75508.jpeg;Hilde_Hildebrand;F;166;593;255;504;
BelAmiia-75758.jpeg;Hilde_Hildebrand;F;204;569;279;494;
BelAmiia-76258.jpeg;Hilde_Hildebrand;F;204;552;279;478;
BelAmiia-87691.jpeg;Willi_Forst;M;184;390;339;236;
BelAmiia-87893.jpeg;Willi_Forst;M;184;390;339;236;
BelAmiia-88110.jpeg;Willi_Forst;M;202;390;356;236;
BelAmiia-93926.jpeg;Willi_Forst;M;138;312;213;237;
BelAmiia-95150.jpeg;Willi_Forst;M;67;397;196;268;
BelAmiia-97992.jpeg;Willi_Forst;M;104;342;211;235;
BelAmiia-98339.jpeg;Willi_Forst;M;56;434;146;344;
BelAmiia-98589.jpeg;Willi_Forst;M;66;464;156;374;
BelAmiia-98856.jpeg;Willi_Forst;M;86;484;176;394;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-10368.jpeg;Leo_Peukert;M;39;252;101;190;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-104320.jpeg;Zarah_Leander;F;147;279;199;227;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-104320.jpeg;Ludwig_Schmitz;M;185;319;228;275;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-105600.jpeg;Lotte_Werkmeister;F;79;165;122;122;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-105600.jpeg;Lotte_Werkmeister;F;70;275;113;232;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-106624.jpeg;Karl_Martell;M;106;293;142;257;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-107648.jpeg;Fritz_Odemar;M;42;269;78;233;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-107776.jpeg;Werner_Pledath;M;49;337;101;285;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-109312.jpeg;Fritz_Odemar;M;122;341;158;305;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-110464.jpeg;Fritz_Odemar;M;61;170;113;118;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-110720.jpeg;Ekkehard_Arendt;M;55;383;107;331;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-111360.jpeg;Albert_Lippert;M;72;175;124;124;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-111616.jpeg;Hans_Junkermann;M;103;232;146;189;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-112000.jpeg;Max_Paulsen_Peter_Peterson;M;103;400;146;357;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-112000.jpeg;Charlotte_Schellhorn;F;108;309;151;266;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-112128.jpeg;Albert_Lippert;M;90;152;141;101;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-112640.jpeg;Leo_Peukert;M;94;223;137;180;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-112896.jpeg;Reinhold_Bernt;M;67;170;118;118;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-112896.jpeg;Leo_Peukert;M;67;227;118;175;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-116224.jpeg;Fritz_Odemar;M;70;160;113;117;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-116864.jpeg;Lil_Dagover;F;86;309;122;273;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-117504.jpeg;Fritz_Odemar;M;73;335;135;273;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-11776.jpeg;Hans_Albers;M;78;325;130;273;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-118912.jpeg;Hermann_Thimig;M;56;255;146;165;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-119040.jpeg;Hermann_Thimig;M;56;215;146;126;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-119424.jpeg;Willi_Kaiser_Heyl;M;26;205;116;116;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-120320.jpeg;Hermann_Thimig;M;57;262;242;77;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-120576.jpeg;Hermann_Thimig;M;77;242;263;56;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-120832.jpeg;Hermann_Thimig;M;81;236;236;81;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-121088.jpeg;Hermann_Thimig;M;57;221;242;35;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-121344.jpeg;Fritz_Odemar;M;66;252;129;190;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-121344.jpeg;Fritz_Odemar;M;59;315;122;252;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-121472.jpeg;Willy_Fritsch;M;66;252;129;190;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-121600.jpeg;Fritz_Odemar;M;59;308;122;246;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-122112.jpeg;Willy_Fritsch;M;46;204;108;142;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-122240.jpeg;Hermann_Thimig;M;53;204;115;142;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-123904.jpeg;Reinhold_Bernt;M;38;328;113;254;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-124160.jpeg;Hugo_Werner_Kahle;M;49;170;101;118;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-124544.jpeg;Hermann_Thimig;M;49;233;101;181;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-124672.jpeg;Hilde_von_Stolz;F;80;196;155;121;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-124928.jpeg;Angela_Salloker;F;80;212;155;137;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-124928.jpeg;Heinz_Salfner;M;47;312;121;237;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-125184.jpeg;Hermann_Thimig;M;80;262;155;187;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-127104.jpeg;Leo_Peukert;M;77;345;263;159;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-127232.jpeg;Leo_Peukert;M;150;339;305;184;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-127488.jpeg;Leo_Peukert;M;81;339;236;184;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-127616.jpeg;Hermann_Thimig;M;81;270;236;115;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-129792.jpeg;Hans_Unterkircher;M;50;304;94;261;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-130432.jpeg;Leo_Peukert;M;57;386;242;201;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-130688.jpeg;Hermann_Thimig;M;66;135;156;46;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-132352.jpeg;Fritz_Odemar;M;55;331;107;279;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-132736.jpeg;Clementia_Egies;F;53;294;115;232;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-132992.jpeg;Elfriede_Jerra;F;42;161;78;125;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-13312.jpeg;Edith_Oss;F;118;317;154;281;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-133120.jpeg;Willi_Kaiser_Heyl;M;170;296;222;245;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-133120.jpeg;Antonie_Jaeckel;F;38;165;74;129;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-133376.jpeg;Alfred_Neugebauer;M;141;262;193;210;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-133376.jpeg;Elfriede_Jerra;F;38;165;74;129;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-133504.jpeg;Hans_Unterkircher;M;141;250;193;199;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-133504.jpeg;Margit_Symo;F;38;165;74;129;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-133632.jpeg;Werner_Scharf;M;156;266;218;204;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-133760.jpeg;Leo_Peukert;M;163;273;225;211;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-133760.jpeg;Inge_List;F;38;165;74;129;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-134016.jpeg;Lisa_Helwig;F;38;165;74;129;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-134016.jpeg;Hans_Unterkircher;M;159;302;211;250;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-134144.jpeg;Annemarie_Korff;F;38;165;74;129;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-134272.jpeg;Erika_von_Thellmann;F;46;218;108;156;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-134784.jpeg;Hans_Albers;M;38;320;113;245;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-135552.jpeg;Erika_von_Thellmann;F;38;270;113;196;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-136448.jpeg;Fritz_Odemar;M;39;197;101;135;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-137216.jpeg;Karl_Martell;M;70;201;106;165;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-138112.jpeg;Willi_Kaiser_Heyl;M;55;296;107;245;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-13824.jpeg;Hermann_Speelmans;M;61;291;113;239;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-139008.jpeg;Johannes_Riemann;M;55;147;107;95;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-139520.jpeg;Reinhold_Bernt;M;39;391;101;328;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-139904.jpeg;Hermann_Thimig;M;72;181;124;129;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-140288.jpeg;Leo_Peukert;M;84;227;136;175;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-141440.jpeg;Leo_Peukert;M;80;280;142;218;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-142848.jpeg;Hans_Junkermann;M;70;285;113;242;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-143360.jpeg;Hans_Unterkircher;M;38;112;90;60;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-144640.jpeg;Heinz_Salfner;M;94;133;130;97;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-146688.jpeg;Reinhold_Bernt;M;72;464;146;395;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-146944.jpeg;Hermann_Thimig;M;66;308;129;246;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-14720.jpeg;Hans_Albers;M;86;301;122;265;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-147584.jpeg;Hermann_Speelmans;M;25;301;87;239;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-147712.jpeg;Erik_Frey;M;53;225;182;96;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-147840.jpeg;Ralph_Arthur_Roberts;M;53;225;182;96;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-14848.jpeg;Hubert_von_Meyerinck;M;90;341;126;305;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-149248.jpeg;Leo_Peukert;M;199;232;242;189;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-149632.jpeg;Armin_Schweizer;M;78;153;114;117;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-150400.jpeg;Hans_Unterkircher;M;82;285;118;249;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-150912.jpeg;Hans_Albers;M;78;229;114;193;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-151552.jpeg;Leo_Peukert;M;66;325;102;289;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-151680.jpeg;Hans_Albers;M;90;209;126;173;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-151936.jpeg;Hilde_Hildebrand;F;94;301;156;239;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-151936.jpeg;Hans_Junkermann;M;63;196;138;121;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-153600.jpeg;Clementia_Egies;F;82;209;118;173;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-155392.jpeg;Hans_Unterkircher;M;67;366;118;314;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-155520.jpeg;Friedrich_Maurer;M;53;287;115;225;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-18688.jpeg;Hans_Unterkircher;M;70;233;106;197;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-19200.jpeg;Ferdinand_Marian;M;55;135;107;83;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-20864.jpeg;Alfred_Neugebauer;M;98;322;253;167;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-23680.jpeg;Hubert_von_Meyerinck;M;127;271;170;228;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-26368.jpeg;Heinz_Salfner;M;55;319;98;275;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-26624.jpeg;Reinhold_Bernt;M;58;285;94;249;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-26752.jpeg;Heinz_Salfner;M;41;333;84;290;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-26880.jpeg;Egon_von_Jordan;M;58;345;94;309;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-27008.jpeg;Karl_Etlinger;M;50;333;94;290;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-27520.jpeg;Leo_Peukert;M;84;280;127;237;
DergeheimnisvolleMisterXRalphArthurRobertsHermannThimigMadyRahlEugenRex-27648.jpeg;Hans_Junkermann;M;90;221;126;185;
